Name,doc_type,committee,date,submission_url,pdf_file,Unnamed: 6,item,summary,entity_label,short_sum,sentiment
Ryman Healthcare Limited,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15739////dcc62df19b77d7638bf43f696c3c1a9f55011aa2,submissions////61e8d1a0-a5a8-4d14-b1a7-7c0d2c1b163d.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Taranaki Energy Watch Supp 1.,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15729////bc33849a8a0138a89a200f63da16d5c9fdf4eabb,submissions////833b93cc-3b99-423c-aec0-d947138721d9.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Te Rūnanga o Ngāi Tahu,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15509////456bd1cb07a423cd433ee42e6feec393b7f17a30,submissions////4b7f786a-97c6-4ba5-8d81-0f5aa7a03a66.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Te Ohu Kaimoana,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15508////e37f61390cdc0b84b1831a6fb376241ef9b2de4c,submissions////0467a202-4495-4512-8ce9-978b4a5a40b6.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Te Rūnanga o Ngāti Ruanui Trust,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15510////ef8658c331b63f87a7c22280e742c1701164c46d,submissions////160032de-4310-41e1-95fd-7fa96617656f.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Te Tumu Paeroa,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15327////44768282eae0912bf06bbe53667699ed580f7af9,submissions////94eb8b7a-5cda-4438-afc9-685bc28299f2.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Ngati Tahu-Ngati Whaoa Runanga Trust Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15577////6786a1634e9a8f9a8cc292f4282e431b33741fbb,submissions////870bf897-40b9-48d7-8618-f67e6e10bed9.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
NZFOA,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15490////e4107c3608483cac3e6559aae11d06b794c9f382,submissions////08a6396c-9d56-4c17-b94b-25522a6405f2.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Opaea Whanau Trust Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15492////b0fd8ed62b35f5904ef9402db5ee3bc1157de0b6,submissions////a92c454d-e5a6-40cc-ae13-468ad41cfcc4.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Oji Fibre Solutions,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15491////874ee661a9e54522403bfd50cf525d0bf1266945,submissions////a7331db5-9b0a-4ad6-9f74-b0980b0db910.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Ōtorohanga District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15493////58346afafa8076bb7169b99e3774be74d2747446,submissions////22b70b41-393b-4c77-b1b4-dc8c66d9188d.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Parliamentary Commissioner for the Environment,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15494////c2842062bc9cbb086c40306420a3ba6bf36ced27,submissions////c3944e4d-d116-4cf2-a8ad-f798ef258a6e.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
EnviroNZ,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15472////59fc2c1b339d45f539a2e687e8b163b9a032d069,submissions////091354d4-1dac-4f90-a6d4-9b07404aaaac.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Far North District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15473////5fdfaf79786ecf9bf9484293edb012836d36ea3e,submissions////8b78b0dc-630c-4646-a174-d9421acf7e87.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Fish and Game New Zealand,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15474////e889270bb00426fdc224252f21e42ed8922c13b8,submissions////d9691aee-795b-435f-b433-6f901f28921c.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Fish and Game New Zealand Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15582////8eca8a174f466d24b3562e4e34f80fb68e30faf1,submissions////60b17f9f-f82b-4201-92a8-89ec0aa0987b.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Genesis Energy Limited,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15444////c4fc061661822e49be1694d8d3d23527b50398a2,submissions////ca52535f-2d23-4f18-80e7-e862cb136204.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Fletcher Building,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15443////2d4e082c213d841d2c6ce270ea4994cb21d4d204,submissions////4b2ab938-6cb6-4eb7-8df3-778582240344.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Bay of Plenty Regional Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15316////0a34531b9a32fd53ad5122850b931c975e9be1b0,submissions////6379c5a8-7a6d-4771-be76-e5be20c2d5f4.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Beef and Lamb New Zealand,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15429////ff5cb7f7554217251c720e30f7f9cce5d5f7868a,submissions////97f25df0-e707-4991-a273-b0136cfc6c3c.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Auckland District Law Society,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15428////189cebc6955cc5feb0c5f09eec89cc7133c7e821,submissions////1e135844-9c32-4852-bb24-4cbdaba1e4fe.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Hamilton City Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15579////62c299e7a1478bd75cd79c81c86465f2c1f2782e,submissions////661589da-f344-46bd-b50f-a302b8252370.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Horticulture New Zealand,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15476////5d706e21808721bff0822a7117e529d5faa38979,submissions////002fa1bb-9f67-4235-88da-f535462c4d66.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Insurance Council of New Zealand Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15477////fdd2024cdaf840f62d8db2e2829f355462f70497,submissions////a83ebb28-e809-49ba-8292-ff6db922a415.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
King Country Energy,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15311////66b1c5111b4053d906a81f0ed3e70d2ef0376b79,submissions////3bc70ae2-374c-4f48-99d1-8948dac125b9.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Hurunui District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15340////074f9dee2e16cdb14e068560bb094f37568c3a46,submissions////4f11e685-d3f4-4c81-8bd4-d8cf097623d7.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Canterbury Mayoral Forum,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15432////f93d3280d3884bce2a9999094ee9603152829453,submissions////965af95b-4e87-4b5b-8f9a-4be60957daf0.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Civil Contractors New Zealand,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15433////66f3847a1e860c1e17b7b68d44ff62beb6c50b3b,submissions////f3bdd783-8981-44c0-939f-0f11f27e88d2.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Dunedin City Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15321////4d04b535c7407bb58ecb4ac0d8a78a70811402b6,submissions////2b929846-3950-4bc1-b550-1dd01d8db75c.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Clare Ryan Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15434////f2fe15697eccac1d1b5afbe119b2d2192b1c655b,submissions////4b2f944a-d8cc-471f-bdfe-615fc43a8308.pdf,,Natural and Built Environment Bill,No summary is available for this document.,person or persons,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Dunedin District Council Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15323////e994146e07897a6e5f1ec4f0310d857a0988e90f,submissions////9d222b6e-00b3-46c6-a8bd-42e71014fdf6.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Electricity Networks Association,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15439////992b3331a6fe021e62078978f894adec7def7ed2,submissions////76bedc50-bfa9-49f4-8435-f6e30573f54b.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Porirua City Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15495////9aa250e3604da6b7e8adbe12ba856e4d981898aa,submissions////fd147c7d-4e51-40eb-ab89-305f53cb99b1.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Port Nicholson Settlement Block Trust,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15496////c78422ff9d288d9fa6b93a6b14e9631981d40c82,submissions////98888c9d-20b2-4fae-8e84-77bf73c7d7a7.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Queenstown Lakes District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15498////2440c0f9e54542327ed8eaae88eb758aa04f36ac,submissions////0bad2676-c35b-4996-a888-693b2b73a51f.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Quarry Operators joint submission,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15497////35c6756cbae232e9d2bfd85a68b7ef920129a562,submissions////c9a6fd82-3df7-426b-811b-3324016a84c2.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Rangitāne o Wairau,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15318////eb1042e7d09a5a8677d58d7c3389af76bc370a52,submissions////fe8c1e30-e78d-472b-93cf-9149968e8d12.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Realnz Limited Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15499////ec3ba87b21429d5dbffbc5473b2b24cdc5c6170d,submissions////f794f501-3624-405f-ba44-8914297d4b90.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Rotokawa Joint Venture Limited,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15500////5bdd437482458cf80c6ff605f1af4b4fe87be53b,submissions////15ded5b5-d28a-45bd-810f-98179bb6b74e.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
New Zealand Institute of Landscape Architects Tuia Pito Ora Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15480////6ae25fad68bf6fb865939b83f79a44fbaecabe9d,submissions////96e68bf7-5d14-42ae-8a40-533a5b0ac97a.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
New Zealand King Salmon Co Ltd,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15481////4e5370618e79c1e3b5d7235ebbbbcb98a3502d20,submissions////92afc09f-0bf6-4809-a6af-7644846e07da.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
New Zealand Law Society,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15484////63cebdc73cb8b89dcc4f34b81b4d088d02032683,submissions////c7668b07-bb6a-4d59-87b8-6049eaa36cc6.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
New Zealand Law Society Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15482////55a407ca93926adfeb5a3c065ef03a527849d541,submissions////fce0964a-c7f6-45fb-9566-9361cbbb36ca.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
New Zealand Law Society Supp 2,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15483////ce1cb0ff236870c8868d4e80c3228ee5776f2c7c,submissions////084c7b04-f179-496a-a411-3d404de724f4.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
New Zealand Planning Institute,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15485////115055253960fc96c6e4b452ef96af16c23b51af,submissions////d7dd8fcc-af85-49ac-af02-c6d14893346d.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Rotorua Lakes Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15314////170936de467bea460ad2466d3834c665cbafd593,submissions////4cd5fe88-97f1-4b28-b809-4f29b9733fad.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Rural Women New Zealand,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15504////aea2d72bef9fac1a234c8c8dcd4dbf9b690cc17f,submissions////58f7034f-b8cf-418c-a717-d97740a45008.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Royal Astronomical Society of New Zealand Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15502////4e65a606d71f94db7adba50913cf9f3247182f9f,submissions////b9d17fb2-ed56-4727-8bfc-20da2a780ac3.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
South Taranaki District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15503////9021ebf30c74fbd2ee187e9986a673882675bd9c,submissions////6e3b5077-1541-4203-b267-9284264866d6.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Straterra,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15319////fde173b2ff6dcfdae7d135f89682cb3423ebefae,submissions////c73f894f-e7e2-42fb-81a9-f0a04dd33d70.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Summerset,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15505////497e858426485e2d940fa880f403122686ef1c68,submissions////6adac190-6308-427e-aec4-8124f680cb81.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Board of Airline Representatives New Zealand Inc,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15430////8988ddbd946c9c994cb66f435a878c9c7822f498,submissions////6b6b4d32-6d8a-481b-8ee6-994fe11fa7a7.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Aggregate and Quarry Association,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15320////ee57d74264027abb30ffedfccfe1cb3b16925e8e,submissions////a174368a-430c-409f-8cb2-d122b325b5b2.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Aquaculture New Zealand,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15427////548d3c768e01a483bf82c0108891117b73242a51,submissions////b3069e1c-4342-4975-82e7-136ac15fe650.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Boffa Miskell,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15431////76b4954421853a6af8062561ac70b5cb69b9766f,submissions////38ee88e0-6b1c-4cd5-8bc6-6558b58fb8b3.pdf,,Natural and Built Environment Bill,No summary is available for this document.,person or persons,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
BusinessNZ,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15342////0005c1b9eac4d47a68e9a27e022910285246af5c,submissions////4779e2e4-cd4a-4278-a036-a157bf015486.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Taituarā,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15506////7eb76d534bf65bc98b4d106362b52f1e8d9842d0,submissions////d259571f-83ad-4370-aca2-bd0ef309cf75.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Te Arawa River Iwi Trust,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15317////0133e9c2ecc5a9af1e96b9a04fe4241c5f662373,submissions////a97b1198-af53-4f91-b643-ae4c948d1670.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Te Nehenehenui,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15507////5dc8751cf2ed3b7b150483c62b1c1b9a13f196f6,submissions////34bf515d-50a3-4cd5-8106-27ff8c4e3f36.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
New Zealand Telecommunications Forum,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15486////fe1264fbd237e9ef89e3cc6bd23fbbc004abad2c,submissions////3592365d-63bb-433a-b7a3-cec8a148f56e.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
New Zealand Winegrowers,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15487////302f690972ee45c389a3fcecd0c1a9dd4f3e8a1c,submissions////b4bf938e-cdd4-4b7b-82a1-43f1ff2c3925.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Ngāti Maru and Te Kāhui Maru Trust,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15488////0892fb323a4b94bf0d50f55e1dbcb0c02727e443,submissions////b10086b9-b0f9-4569-b5dd-3ee9d778ea5e.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Northpower,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15449////3e69b90ec521626391e797f30109d7b82ada8142,submissions////2ac92f29-baec-4ff9-90cd-18d7ce77ab87.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Meat Industry Association of New Zealand (Incoporated),Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15593////de65fa2581057e20e57ba0b8c7619f80f8de37e9,submissions////f54da9cd-fc70-46ed-8c66-4eeb2153eee6.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Napier City Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15594////c63584358936cf0b2c47eb4793c78d19aec11b60,submissions////4a96dc85-3e1f-448a-8722-ed068dc925c3.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
New Zealand Humans Right Commission,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15613////c92b944faffcc8b92fb05e09543794567efc4b5a,submissions////59476b97-99c2-4eab-9570-573a7c538b03.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
New Zealand Telecommunications Forum Inc,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15612////fe1264fbd237e9ef89e3cc6bd23fbbc004abad2c,submissions////4b786c39-db43-44ab-b5e7-5f8aa7f3dec8.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Northland Regional Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15599////85239bb8113237058f677236e851f05b06dff0c9,submissions////60f66ad3-dfb4-4066-9243-523e142380b1.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Northland Regional Council Supp1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15600////fda0f8e934c9628a20f93341ec15172be5195756,submissions////d1e3a86b-2ec7-4778-8495-5199886c2f47.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Northland Regional Council Supp2,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15601////2e93e75b82d84cc39da8e2ece3b5544a17f4d035,submissions////fb8d34a9-8924-4c49-bbe6-36557f907b71.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Northland Regional Council Supp3,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15602////4f511d87f32eee708ae092f5db4a0d4ccadd6e0c,submissions////d2bed014-142f-46b5-ba10-2c0406c904b3.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Northport Limited,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15616////f22448ac736c4756396fb262fbf5e52065f55415,submissions////648c4601-c683-4073-a5c0-355f57122f5b.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Onions New Zealand,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15624////52f3c5cd8a079620dc4de51943c67d109d7c444f,submissions////748c6d5f-0827-4221-8f41-93b23a2f3341.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Port of Tauranga Limited,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15610////eab5328e9e89b1801fa482066ff3d91999e010f0,submissions////25b6c33f-4ebc-46e2-9f32-090cdbfbc66b.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Queen Elizabeth the Second National Trust,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15584////cd997e56598f3d8718ec338186d1d62dd9260dad,submissions////a24208cb-788d-4e58-b637-8c1ec7f418a8.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
